Pan_Numbers,PAN_Number,PAN_status
HFGRX7133Z,HFGRX7133Z,Invalid
WJDYK6410P,WJDYK6410P,Valid
LHNVE3591M,LHNVE3591M,Valid
PZNIT7327Q,PZNIT7327Q,Valid
LFTJB0392A,LFTJB0392A,Valid
SHNWD5536G,SHNWD5536G,Invalid
HYRNH9595I,HYRNH9595I,Valid
LMBQT3289A,LMBQT3289A,Valid
BDIPK9955H,BDIPK9955H,Invalid
WJCUE2450U,WJCUE2450U,Valid
ZUMLB0104J,ZUMLB0104J,Valid
OBBNB3727T,OBBNB3727T,Invalid
CWOYR4781A,CWOYR4781A,Valid
OCOOV4138J,OCOOV4138J,Invalid
CRHVS8688U,CRHVS8688U,Invalid
BVQHK3628C,BVQHK3628C,Valid
QUVOP6893I,QUVOP6893I,Valid
NLAUD7144J,NLAUD7144J,Invalid
LRGDW6884F,LRGDW6884F,Invalid
HKSPH7338D,HKSPH7338D,Invalid
HXZNG3487R,HXZNG3487R,Valid
WRNSS0940A,WRNSS0940A,Invalid
ZMNRL9314Y,ZMNRL9314Y,Valid
ZWEAZ0785R,ZWEAZ0785R,Valid
GSUYC8202X,GSUYC8202X,Valid
NTOZT7681K,NTOZT7681K,Valid
MYNUO8286M,MYNUO8286M,Valid
ISTSE2790C,ISTSE2790C,Valid
KICWS0761T,KICWS0761T,Valid
JBRUG7613J,JBRUG7613J,Valid
QCBWM0364U,QCBWM0364U,Valid
XAKIN9120K,XAKIN9120K,Valid
SFQBY2044M,SFQBY2044M,Invalid
EAFNG4736X,EAFNG4736X,Valid
BPNJM9288W,BPNJM9288W,Invalid
GHBQG6552P,GHBQG6552P,Invalid
NPOEH0171T,NPOEH0171T,Valid
DWPLG7924N,DWPLG7924N,Valid
ALETX2980O,ALETX2980O,Valid
MFYTJ3467T,MFYTJ3467T,Valid
KJSEW7822G,KJSEW7822G,Invalid
HQNSX2522Z,HQNSX2522Z,Invalid
AXOXB7596B,AXOXB7596B,Valid
UCOOG7819U,UCOOG7819U,Invalid
RDATB8513Y,RDATB8513Y,Valid
ASXBR7869E,ASXBR7869E,Valid
UFHUG5637G,UFHUG5637G,Valid
UOEGO6761V,UOEGO6761V,Valid
SWLJH8171L,SWLJH8171L,Valid
VBWAP0234W,VBWAP0234W,Valid
BBXKE6895H,BBXKE6895H,Invalid
NRTRG7849D,NRTRG7849D,Valid
LQNRT5184J,LQNRT5184J,Valid
XFOSC2037A,XFOSC2037A,Valid
BIGSA0442J,BIGSA0442J,Invalid
GRILY4295K,GRILY4295K,Valid
HYMLW0325U,HYMLW0325U,Valid
FADCX4589G,FADCX4589G,Valid
VIAYA1103Y,VIAYA1103Y,Invalid
GRDDY3713U,GRDDY3713U,Invalid
DFXXG5377Q,DFXXG5377Q,Invalid
BQARP4514O,BQARP4514O,Valid
MATWP6071C,MATWP6071C,Valid
EMPZJ0507O,EMPZJ0507O,Valid
ZQWHW3904V,ZQWHW3904V,Valid
FLAAY0433V,FLAAY0433V,Invalid
GKTSD2671C,GKTSD2671C,Valid
FZBRY5296A,FZBRY5296A,Valid
APJOL9829X,APJOL9829X,Valid
UGBYZ0764D,UGBYZ0764D,Valid
CVKJW8558N,CVKJW8558N,Invalid
VWXZP5760W,VWXZP5760W,Valid
VYYSA2988W,VYYSA2988W,Invalid
SIQGW6194N,SIQGW6194N,Valid
IBSZV1508G,IBSZV1508G,Valid
QUDXN6348E,QUDXN6348E,Valid
WMEIX1101N,WMEIX1101N,Invalid
YRGTR9553T,YRGTR9553T,Invalid
XDFLH2818R,XDFLH2818R,Valid
ZHMPB2743K,ZHMPB2743K,Valid
PTLUK7074M,PTLUK7074M,Valid
JAPSQ9266P,JAPSQ9266P,Invalid
XHPRK5771Z,XHPRK5771Z,Invalid
RLPVP7773U,RLPVP7773U,Invalid
MARMY1755Y,MARMY1755Y,Invalid
HPGAV6716Z,HPGAV6716Z,Valid
NPABL2592Y,NPABL2592Y,Valid
HAUEY9719M,HAUEY9719M,Valid
EOTVL7359R,EOTVL7359R,Valid
CFWKI0806I,CFWKI0806I,Valid
RJCOZ2983X,RJCOZ2983X,Valid
XPWEO8785G,XPWEO8785G,Valid
ANQDZ9090W,ANQDZ9090W,Valid
XYRVQ5756C,XYRVQ5756C,Valid
NDNTC9851H,NDNTC9851H,Valid
OQEJX5998F,OQEJX5998F,Invalid
QYHOD7622F,QYHOD7622F,Invalid
FHOHJ4589W,FHOHJ4589W,Valid
VHNIO0339L,VHNIO0339L,Invalid
VUUGY7007J,VUUGY7007J,Invalid
TQOVA6967Y,TQOVA6967Y,Valid
XJTJA9036M,XJTJA9036M,Valid
KQQVM1516R,KQQVM1516R,Invalid
OIEBN0423F,OIEBN0423F,Valid
DNIBM3659I,DNIBM3659I,Valid
HVWVI9428D,HVWVI9428D,Valid
QZXGW0191A,QZXGW0191A,Valid
MVMQK0659Y,MVMQK0659Y,Valid
JUAUJ2883E,JUAUJ2883E,Invalid
ZNWVV4635K,ZNWVV4635K,Invalid
OWGUY5277L,OWGUY5277L,Invalid
MCAEQ1074L,MCAEQ1074L,Valid
ALGTE2735H,ALGTE2735H,Valid
ZCAEL9287S,ZCAEL9287S,Valid
KKMTF2695H,KKMTF2695H,Invalid
DEEYW1007C,DEEYW1007C,Invalid
HCVSO7562Z,HCVSO7562Z,Valid
HYOJI0294U,HYOJI0294U,Valid
ETHKC3594R,ETHKC3594R,Valid
UQKBC4723M,UQKBC4723M,Valid
MKKGJ4489V,MKKGJ4489V,Invalid
GHUBV0955K,GHUBV0955K,Invalid
ARURB2578S,ARURB2578S,Valid
IDAOK2781C,IDAOK2781C,Valid
NLETG0737K,NLETG0737K,Valid
DZSPF6194P,DZSPF6194P,Valid
YXRND7824I,YXRND7824I,Valid
NEDGG6997M,NEDGG6997M,Invalid
DPTXM8872W,DPTXM8872W,Invalid
OHYUD0762F,OHYUD0762F,Valid
NZYCK6837M,NZYCK6837M,Valid
QWLIL4763J,QWLIL4763J,Valid
TTHWX7593F,TTHWX7593F,Invalid
LLPHE8348V,LLPHE8348V,Invalid
OXRRQ7497Q,OXRRQ7497Q,Invalid
GTWOZ0024F,GTWOZ0024F,Invalid
PCNTS6356N,PCNTS6356N,Valid
ZWPHQ4831T,ZWPHQ4831T,Valid
KJRUH2711I,KJRUH2711I,Invalid
LNLHR4960G,LNLHR4960G,Valid
OBDBF5836F,OBDBF5836F,Valid
YMFJI6520S,YMFJI6520S,Valid
HKGCZ6035N,HKGCZ6035N,Valid
JUAGU1249P,JUAGU1249P,Valid
ZDURW4137P,ZDURW4137P,Valid
ONGQD0027K,ONGQD0027K,Invalid
ZCRZV1631Z,ZCRZV1631Z,Valid
LRUXI5188Q,LRUXI5188Q,Invalid
DVRFI5200O,DVRFI5200O,Invalid
NMGPV2168B,NMGPV2168B,Valid
KXOJY2910A,KXOJY2910A,Valid
AGSVB4470Y,AGSVB4470Y,Invalid
BSTAP6156U,BSTAP6156U,Valid
ZHVTJ2077S,ZHVTJ2077S,Invalid
EIBFU6304O,EIBFU6304O,Valid
FZRHF9543I,FZRHF9543I,Valid
TYVFL7939I,TYVFL7939I,Valid
WIAVS4931U,WIAVS4931U,Valid
XNHNY2615Q,XNHNY2615Q,Valid
IVJAN8405B,IVJAN8405B,Valid
VLBUX3591I,VLBUX3591I,Valid
ATCYU5748I,ATCYU5748I,Valid
RIZGP2014M,RIZGP2014M,Valid
QDJOI8489H,QDJOI8489H,Valid
YNTRY3598W,YNTRY3598W,Valid
QRGYC0307I,QRGYC0307I,Valid
ZNILF7383M,ZNILF7383M,Valid
XBZFF1802V,XBZFF1802V,Invalid
KUEON4893R,KUEON4893R,Valid
CCPJY9307W,CCPJY9307W,Invalid
FOAQB4088J,FOAQB4088J,Invalid
VLQEO5759W,VLQEO5759W,Valid
LGRFT5194M,LGRFT5194M,Valid
BIIJJ8958X,BIIJJ8958X,Invalid
AQISA2485I,AQISA2485I,Valid
ETSZG6747Z,ETSZG6747Z,Valid
EFXXH5223K,EFXXH5223K,Invalid
OPRLT1993N,OPRLT1993N,Invalid
HFQOP7543A,HFQOP7543A,Valid
QZPRF7073U,QZPRF7073U,Valid
CPRNX0910G,CPRNX0910G,Valid
ARHKE1324X,ARHKE1324X,Valid
SDDUR0146W,SDDUR0146W,Invalid
KSGXM3924V,KSGXM3924V,Valid
PXHFE1656O,PXHFE1656O,Valid
FJMFA4161D,FJMFA4161D,Valid
TMMLF2116K,TMMLF2116K,Invalid
CTCHW1661E,CTCHW1661E,Invalid
ACWZL9345P,ACWZL9345P,Valid
XPPKU5958X,XPPKU5958X,Invalid
FVDGX0509D,FVDGX0509D,Valid
BMUPA0702W,BMUPA0702W,Valid
QZENK4075R,QZENK4075R,Valid
JOLON8236Y,JOLON8236Y,Valid
MRSYR5912O,MRSYR5912O,Valid
BVCAZ6024X,BVCAZ6024X,Valid
AQOPI1554L,AQOPI1554L,Invalid
JTAJZ5335S,JTAJZ5335S,Invalid
OYXCT1953J,OYXCT1953J,Valid
BJUOF0381J,BJUOF0381J,Valid
IBUHY0150F,IBUHY0150F,Valid
DTPOA3783N,DTPOA3783N,Valid
IZSYZ9267R,IZSYZ9267R,Valid
SKLJA4746H,SKLJA4746H,Valid
XBOCI9322C,XBOCI9322C,Invalid
AYXHA1528S,AYXHA1528S,Valid
OVZES0562N,OVZES0562N,Valid
SFFTL6949Z,SFFTL6949Z,Invalid
EAZKD8516S,EAZKD8516S,Valid
JLNIK8536C,JLNIK8536C,Valid
VTGNQ5505Y,VTGNQ5505Y,Invalid
VBAZA7233S,VBAZA7233S,Invalid
DCWHF6017H,DCWHF6017H,Valid
QIAIV2728I,QIAIV2728I,Valid
QXQDU5292Z,QXQDU5292Z,Valid
DNWJQ7216G,DNWJQ7216G,Valid
VMSWH8110K,VMSWH8110K,Invalid
UCAFU4230M,UCAFU4230M,Valid
FZYEP0089L,FZYEP0089L,Invalid
FSHWI0493A,FSHWI0493A,Valid
LVHHH6332Q,LVHHH6332Q,Invalid
OQTVF0003T,OQTVF0003T,Invalid
VCWWA7554P,VCWWA7554P,Invalid
NRXHP2545D,NRXHP2545D,Valid
WNOHX6669U,WNOHX6669U,Invalid
SSJRN4849Q,SSJRN4849Q,Invalid
FZXLK5039P,FZXLK5039P,Valid
SUEXE0821G,SUEXE0821G,Valid
UOPKH5373N,UOPKH5373N,Valid
QOQAS7454V,QOQAS7454V,Valid
IIHJI2706N,IIHJI2706N,Invalid
RRNVR2595Z,RRNVR2595Z,Invalid
VMAJL8665X,VMAJL8665X,Invalid
MONWS0729U,MONWS0729U,Valid
RRBFV4067W,RRBFV4067W,Invalid
XWEBL7961V,XWEBL7961V,Valid
CBQVF9074F,CBQVF9074F,Valid
UPLHR4079F,UPLHR4079F,Valid
EAXRV3193D,EAXRV3193D,Valid
BYILZ9168I,BYILZ9168I,Valid
MBDGE5203H,MBDGE5203H,Valid
KONSI0958I,KONSI0958I,Valid
ZWYIE1632U,ZWYIE1632U,Valid
WGHTE6768F,WGHTE6768F,Valid
KLXDK2311J,KLXDK2311J,Invalid
HHNYA0411D,HHNYA0411D,Invalid
NORHP4443C,NORHP4443C,Invalid
FNQGY3682A,FNQGY3682A,Valid
HCQJW9215D,HCQJW9215D,Valid
SRLNX8150R,SRLNX8150R,Valid
KETMT4565V,KETMT4565V,Valid
WCOSU6718X,WCOSU6718X,Valid
QKBJO6079O,QKBJO6079O,Valid
TEXDS2442X,TEXDS2442X,Invalid
ADRJT4163S,ADRJT4163S,Valid
LTSVD8364S,LTSVD8364S,Valid
TRIQP0750O,TRIQP0750O,Valid
MFLUZ4678F,MFLUZ4678F,Valid
DWMZK3938O,DWMZK3938O,Valid
ZAUBU1295L,ZAUBU1295L,Valid
LWBXR0030B,LWBXR0030B,Invalid
UDMHI3223F,UDMHI3223F,Invalid
MIMZN1618L,MIMZN1618L,Valid
CSSIV4173D,CSSIV4173D,Invalid
NQOWB8014V,NQOWB8014V,Valid
KKUVR0541Q,KKUVR0541Q,Invalid
DXHFQ7623F,DXHFQ7623F,Valid
RXMZU7510F,RXMZU7510F,Valid
UEVLG4314E,UEVLG4314E,Valid
CXWLC4479O,CXWLC4479O,Invalid
NLSGR9209M,NLSGR9209M,Valid
PHFUP9956Z,PHFUP9956Z,Invalid
INHEH9850U,INHEH9850U,Valid
CPOQS4895N,CPOQS4895N,Valid
EDKQH6055G,EDKQH6055G,Invalid
BCFXZ7028Y,BCFXZ7028Y,Valid
ZTCTN0634K,ZTCTN0634K,Valid
UYQEF7544Q,UYQEF7544Q,Invalid
TEXVU3209G,TEXVU3209G,Valid
LGTNR1332C,LGTNR1332C,Invalid
QMNAT6612I,QMNAT6612I,Invalid
WLXML8885J,WLXML8885J,Invalid
DBPEG1629P,DBPEG1629P,Valid
JJSNU1241S,JJSNU1241S,Invalid
HQZJA0041S,HQZJA0041S,Invalid
PSOVG0368R,PSOVG0368R,Valid
UKJBU6298Y,UKJBU6298Y,Valid
SCVGL8992K,SCVGL8992K,Invalid
OMEPJ4574T,OMEPJ4574T,Valid
QZTJU4730Y,QZTJU4730Y,Valid
UWOFA5586L,UWOFA5586L,Invalid
URHFJ4792A,URHFJ4792A,Valid
SMHAW6887X,SMHAW6887X,Invalid
NVNAD2315J,NVNAD2315J,Valid
ZCZNZ5775T,ZCZNZ5775T,Invalid
LBFAM8541Y,LBFAM8541Y,Valid
OXNXY5280U,OXNXY5280U,Valid
XSXZW6934Y,XSXZW6934Y,Valid
BGKKU6117W,BGKKU6117W,Invalid
MGKMW3913Z,MGKMW3913Z,Valid
DCHII3945C,DCHII3945C,Invalid
AZXNT9788F,AZXNT9788F,Invalid
MMZRH9842V,MMZRH9842V,Invalid
QOXQA2911E,QOXQA2911E,Invalid
AJNNV0387Q,AJNNV0387Q,Invalid
TLQXA0135F,TLQXA0135F,Valid
DXXSQ4034U,DXXSQ4034U,Invalid
ENAZV6441T,ENAZV6441T,Invalid
NYUEZ6747M,NYUEZ6747M,Valid
EGAXW2637Y,EGAXW2637Y,Valid
YHLKG4821D,YHLKG4821D,Valid
CIHNG0967P,CIHNG0967P,Valid
WLXZP4121Q,WLXZP4121Q,Valid
VIUAE8946D,VIUAE8946D,Valid
EYVXA3608O,EYVXA3608O,Valid
MXTAZ8168H,MXTAZ8168H,Valid
SKVVF3375V,SKVVF3375V,Invalid
HOMSX7166U,HOMSX7166U,Invalid
CVQKB0510Q,CVQKB0510Q,Valid
EGLNW8162I,EGLNW8162I,Valid
UTZUO9269S,UTZUO9269S,Valid
SOJRG6915Y,SOJRG6915Y,Valid
YDCXI8941S,YDCXI8941S,Valid
RBHRP9421E,RBHRP9421E,Valid
YWIBO8324M,YWIBO8324M,Valid
VYWGO4678K,VYWGO4678K,Valid
CORFU9576I,CORFU9576I,Valid
SZISQ0627Y,SZISQ0627Y,Valid
SJNIE2804P,SJNIE2804P,Valid
RLVLY1359O,RLVLY1359O,Valid
SYKPH0458C,SYKPH0458C,Valid
OYNTW5891S,OYNTW5891S,Valid
PVRIB4559V,PVRIB4559V,Invalid
PRJTF5232K,PRJTF5232K,Valid
KZLEN0390M,KZLEN0390M,Valid
DYVJJ6644C,DYVJJ6644C,Invalid
LCENT6491B,LCENT6491B,Valid
ZDTYQ8398C,ZDTYQ8398C,Valid
UPSEU9650E,UPSEU9650E,Valid
JMFEP3967O,JMFEP3967O,Valid
VUIYE8669A,VUIYE8669A,Invalid
XCCPR2235Q,XCCPR2235Q,Invalid
UZJEB0339L,UZJEB0339L,Invalid
JJLCC3910P,JJLCC3910P,Invalid
DYIRB7892H,DYIRB7892H,Valid
LAWGF0134U,LAWGF0134U,Valid
PAACQ8777V,PAACQ8777V,Invalid
FAIOM1588V,FAIOM1588V,Invalid
WOKOI8944W,WOKOI8944W,Invalid
DMOGT7203R,DMOGT7203R,Valid
AVNRB6466X,AVNRB6466X,Invalid
YVQES8130T,YVQES8130T,Valid
ACRRL7257U,ACRRL7257U,Invalid
FTVOC5806Q,FTVOC5806Q,Valid
ELQPA3862T,ELQPA3862T,Valid
IRIFO9789Z,IRIFO9789Z,Valid
ZAOGW9925U,ZAOGW9925U,Invalid
WDZLA4734Q,WDZLA4734Q,Valid
FTZEE6857S,FTZEE6857S,Invalid
KFBDL6408I,KFBDL6408I,Valid
VXXVO6627A,VXXVO6627A,Invalid
BXSVY6894V,BXSVY6894V,Valid
DGIMP3133S,DGIMP3133S,Invalid
YGNBM6015Z,YGNBM6015Z,Valid
ISPMB7904A,ISPMB7904A,Valid
BJYAY8686K,BJYAY8686K,Valid
WVQBA8716F,WVQBA8716F,Valid
HXZEZ9746C,HXZEZ9746C,Valid
LNHHC2630N,LNHHC2630N,Invalid
VEVXV1934U,VEVXV1934U,Valid
DIZBR3675D,DIZBR3675D,Valid
GYTPK2563I,GYTPK2563I,Valid
BDYUU3251Z,BDYUU3251Z,Invalid
SWSUL0733O,SWSUL0733O,Invalid
RHILB4186A,RHILB4186A,Valid
IVIDN1081H,IVIDN1081H,Valid
XOGSM3696J,XOGSM3696J,Valid
LSMYD9507U,LSMYD9507U,Valid
PYPNA4204B,PYPNA4204B,Valid
LBAOL3220T,LBAOL3220T,Invalid
GZTVA0310G,GZTVA0310G,Valid
PCGZQ9092N,PCGZQ9092N,Valid
BGCEW2734S,BGCEW2734S,Valid
BVBUL5938C,BVBUL5938C,Valid
LJYWQ5698G,LJYWQ5698G,Valid
AZCBW6406U,AZCBW6406U,Valid
RNKNU4703U,RNKNU4703U,Valid
SCAGY4164I,SCAGY4164I,Valid
XDUQJ5816D,XDUQJ5816D,Valid
BLZFW8414Z,BLZFW8414Z,Valid
KKDGV2338Y,KKDGV2338Y,Invalid
AVKLD5621L,AVKLD5621L,Valid
WJHPL5574A,WJHPL5574A,Invalid
NHIUI4058O,NHIUI4058O,Valid
QECGH8594M,QECGH8594M,Valid
JYIUB3161B,JYIUB3161B,Valid
VCBKJ9869K,VCBKJ9869K,Valid
XRLDP0713W,XRLDP0713W,Valid
GZISJ9472Y,GZISJ9472Y,Valid
PTIHG1921C,PTIHG1921C,Valid
ZDTNX5434G,ZDTNX5434G,Valid
EIGNV4232S,EIGNV4232S,Valid
AZUEM6565L,AZUEM6565L,Valid
NHMKV7339T,NHMKV7339T,Invalid
SNQQR7462X,SNQQR7462X,Invalid
EREHL3191B,EREHL3191B,Valid
BGYXF0284H,BGYXF0284H,Valid
RIAZQ7711V,RIAZQ7711V,Invalid
VGHUJ2476X,VGHUJ2476X,Valid
CQSJI3907G,CQSJI3907G,Valid
GROCG4180Q,GROCG4180Q,Valid
DTLIT9470H,DTLIT9470H,Valid
CWLJH9822J,CWLJH9822J,Invalid
RDENC7110B,RDENC7110B,Invalid
CDBPZ8210G,CDBPZ8210G,Valid
DYCID1969O,DYCID1969O,Valid
HQWIY2255J,HQWIY2255J,Invalid
FIAUO0153U,FIAUO0153U,Valid
HHUWL2860F,HHUWL2860F,Invalid
KEBBK3330G,KEBBK3330G,Invalid
IWVXR4225I,IWVXR4225I,Invalid
PLXYR1110C,PLXYR1110C,Invalid
YICWE0508N,YICWE0508N,Valid
LGUJN6400B,LGUJN6400B,Invalid
GNYCP5445G,GNYCP5445G,Invalid
LEKBQ3820F,LEKBQ3820F,Valid
NEIMX2083P,NEIMX2083P,Valid
DKTUU5182R,DKTUU5182R,Invalid
VPEEB7349Y,VPEEB7349Y,Invalid
XMQAG5423T,XMQAG5423T,Valid
PERDP4680P,PERDP4680P,Valid
NFGIJ2318V,NFGIJ2318V,Valid
MWPJG0213M,MWPJG0213M,Valid
DTNVT8751O,DTNVT8751O,Valid
VDMXV5254V,VDMXV5254V,Valid
EMLZC6381E,EMLZC6381E,Valid
UGWWF4073C,UGWWF4073C,Invalid
JLMHE0678I,JLMHE0678I,Valid
WBBGG3574K,WBBGG3574K,Invalid
WLDTR2294H,WLDTR2294H,Invalid
QHTWA8145Y,QHTWA8145Y,Valid
QNYMH2615C,QNYMH2615C,Valid
DGUUA6333F,DGUUA6333F,Invalid
KDGDD0706P,KDGDD0706P,Invalid
UEKDC6977M,UEKDC6977M,Invalid
PIUNT0797E,PIUNT0797E,Valid
VCOXQ6284Z,VCOXQ6284Z,Valid
UGOSL3501I,UGOSL3501I,Valid
COEOI8469H,COEOI8469H,Valid
SCFYP7951T,SCFYP7951T,Valid
EUMHQ8411Z,EUMHQ8411Z,Invalid
MNAIQ2325P,MNAIQ2325P,Valid
FLZDO7367E,FLZDO7367E,Valid
HBVOL7304B,HBVOL7304B,Valid
IRVOW9036X,IRVOW9036X,Valid
TLWNQ8662M,TLWNQ8662M,Invalid
GNTDJ0268C,GNTDJ0268C,Valid
XCADW3477D,XCADW3477D,Invalid
SCXHG6881I,SCXHG6881I,Invalid
GTDPI2589N,GTDPI2589N,Valid
DSRMJ4441G,DSRMJ4441G,Invalid
DODTQ5996J,DODTQ5996J,Invalid
TQGTD1947X,TQGTD1947X,Valid
IQDLV4758K,IQDLV4758K,Valid
ULFCU6536N,ULFCU6536N,Valid
WVNFJ5444Q,WVNFJ5444Q,Invalid
OMRUG9712D,OMRUG9712D,Valid
ZERNR6691P,ZERNR6691P,Invalid
FAGYI2978D,FAGYI2978D,Valid
XANLB3148E,XANLB3148E,Valid
TKAOD7035Z,TKAOD7035Z,Valid
JLEZF2405D,JLEZF2405D,Valid
LUTYU3321E,LUTYU3321E,Invalid
TPQBZ0189T,TPQBZ0189T,Valid
IQHPQ2619S,IQHPQ2619S,Valid
QWLMN4733D,QWLMN4733D,Invalid
TCCML1047J,TCCML1047J,Invalid
XFOZN3086A,XFOZN3086A,Valid
CGTNA7091H,CGTNA7091H,Valid
LONSC9245M,LONSC9245M,Valid
JVEKL8348E,JVEKL8348E,Valid
AIZWO2642X,AIZWO2642X,Valid
XMCFS7894T,XMCFS7894T,Valid
WGASO5653M,WGASO5653M,Valid
MIZOG9014N,MIZOG9014N,Valid
XJGYP7045A,XJGYP7045A,Valid
FNKHG5754C,FNKHG5754C,Valid
ONMRV0286S,ONMRV0286S,Valid
LGUFS5391S,LGUFS5391S,Valid
BWGFH3230B,BWGFH3230B,Valid
NWNHM6981J,NWNHM6981J,Valid
ZWOVO3987M,ZWOVO3987M,Valid
LIZBC2978T,LIZBC2978T,Valid
FNINV8237V,FNINV8237V,Valid
YTGXM5405K,YTGXM5405K,Valid
UCYZV9250R,UCYZV9250R,Valid
KCHCY4948X,KCHCY4948X,Valid
HJPEF6069H,HJPEF6069H,Valid
VIUTX7644S,VIUTX7644S,Invalid
CJYXK8924M,CJYXK8924M,Valid
RCCFL7039N,RCCFL7039N,Invalid
XQRNX4019J,XQRNX4019J,Valid
JNJNB9885A,JNJNB9885A,Invalid
YDIEP0640D,YDIEP0640D,Valid
LXYDE2066F,LXYDE2066F,Invalid
NIYKX8418B,NIYKX8418B,Valid
MZCQU0035E,MZCQU0035E,Invalid
QUYUP3383I,QUYUP3383I,Invalid
RHMFN2169W,RHMFN2169W,Valid
OVQZN4604I,OVQZN4604I,Valid
PUMXX2472H,PUMXX2472H,Invalid
TKXZG8161I,TKXZG8161I,Valid
KSEQR7726G,KSEQR7726G,Invalid
GDFPO7587Y,GDFPO7587Y,Valid
ARQXB5585P,ARQXB5585P,Invalid
SSQXB2060R,SSQXB2060R,Invalid
AHUNI1900I,AHUNI1900I,Invalid
IXFTE7084R,IXFTE7084R,Valid
XHZVX1375U,XHZVX1375U,Valid
WBEXM7319K,WBEXM7319K,Valid
CIBRR7279B,CIBRR7279B,Invalid
KWNSR8952S,KWNSR8952S,Valid
KXFXN7633L,KXFXN7633L,Invalid
FMIBQ0122Z,FMIBQ0122Z,Invalid
LBRPI7424W,LBRPI7424W,Valid
JTHJW1004R,JTHJW1004R,Invalid
XYVQP6898U,XYVQP6898U,Valid
GIKKW7730N,GIKKW7730N,Invalid
AFXXD2230C,AFXXD2230C,Invalid
CPBZH3654I,CPBZH3654I,Valid
YLFFM0009V,YLFFM0009V,Invalid
PEPPC1271D,PEPPC1271D,Invalid
LPYAS8708S,LPYAS8708S,Valid
BYQUF8908Y,BYQUF8908Y,Valid
SQIOJ5952U,SQIOJ5952U,Valid
PGYYR2901W,PGYYR2901W,Invalid
UPKVF0755D,UPKVF0755D,Invalid
QFRIF7809L,QFRIF7809L,Valid
TQBFD7227F,TQBFD7227F,Invalid
FEFOR9531N,FEFOR9531N,Valid
YUZQE1238H,YUZQE1238H,Valid
OMHKD2586D,OMHKD2586D,Valid
IALAN5448N,IALAN5448N,Invalid
REKDB4777D,REKDB4777D,Invalid
ENUZC9813D,ENUZC9813D,Valid
HDUHO0614G,HDUHO0614G,Valid
GDTDV3334N,GDTDV3334N,Invalid
UXFUX4617Z,UXFUX4617Z,Valid
HIVTV3718G,HIVTV3718G,Valid
NXVVE5592Q,NXVVE5592Q,Invalid
JLADZ5908C,JLADZ5908C,Valid
SLBJH6265Q,SLBJH6265Q,Valid
GPFYV6050L,GPFYV6050L,Valid
MABYY0895Z,MABYY0895Z,Invalid
YUTTQ0044Z,YUTTQ0044Z,Invalid
BKPBH5738L,BKPBH5738L,Valid
KGQPY7612A,KGQPY7612A,Valid
SAGHB7260J,SAGHB7260J,Valid
DVRDR6610V,DVRDR6610V,Invalid
QASXO0636K,QASXO0636K,Valid
LNGNH4369U,LNGNH4369U,Valid
SMRMW0707Y,SMRMW0707Y,Valid
WHQHN5200U,WHQHN5200U,Invalid
ELLPM8261C,ELLPM8261C,Invalid
GRXER7705B,GRXER7705B,Invalid
LIRLF3568L,LIRLF3568L,Valid
TQMDX3448U,TQMDX3448U,Invalid
WZHEH2555D,WZHEH2555D,Invalid
AWHOH2871K,AWHOH2871K,Valid
MUVSV5114Q,MUVSV5114Q,Invalid
NKVMG9878B,NKVMG9878B,Valid
YYABN1526A,YYABN1526A,Invalid
KTQKA2282M,KTQKA2282M,Invalid
ETIGL2483J,ETIGL2483J,Valid
VZHPO7946I,VZHPO7946I,Valid
VKAFV1537K,VKAFV1537K,Valid
CFBGM7376F,CFBGM7376F,Valid
SRYVM5107N,SRYVM5107N,Valid
OMWLU9326L,OMWLU9326L,Valid
LNUKC1647B,LNUKC1647B,Valid
UXUGN8380T,UXUGN8380T,Valid
GEXHN6076E,GEXHN6076E,Valid
NXTYM0207E,NXTYM0207E,Valid
DFYQE8979L,DFYQE8979L,Valid
GHBXX7822E,GHBXX7822E,Invalid
RCBEW9110B,RCBEW9110B,Invalid
NOFVX9560Z,NOFVX9560Z,Valid
HBNYT4614I,HBNYT4614I,Valid
VLITR3059Q,VLITR3059Q,Valid
QIVYK5438Q,QIVYK5438Q,Valid
THHRF7183T,THHRF7183T,Invalid
KLCQE8679R,KLCQE8679R,Valid
MNYIU8066Q,MNYIU8066Q,Invalid
IFHOY5634Y,IFHOY5634Y,Valid
IOCRF8242G,IOCRF8242G,Valid
CNGWL7633H,CNGWL7633H,Invalid
KJQCT0389X,KJQCT0389X,Valid
QBEQC3976V,QBEQC3976V,Valid
YVSKP4652G,YVSKP4652G,Valid
SDKPN9474Z,SDKPN9474Z,Valid
NCPFA9360Z,NCPFA9360Z,Valid
PUDJC8856S,PUDJC8856S,Invalid
WWZQN9418B,WWZQN9418B,Invalid
UNDAU1721A,UNDAU1721A,Valid
QRHZP0409X,QRHZP0409X,Valid
RQWZO4199T,RQWZO4199T,Invalid
DFOQX9887W,DFOQX9887W,Invalid
WIEHC0651A,WIEHC0651A,Valid
GVXMS3278Y,GVXMS3278Y,Valid
SBXOE8382X,SBXOE8382X,Valid
NTZXA9654V,NTZXA9654V,Valid
EVJRT7474T,EVJRT7474T,Valid
FYOBV1084U,FYOBV1084U,Valid
GOCUY2738D,GOCUY2738D,Valid
IGWRT4115N,IGWRT4115N,Invalid
LQUPA4734V,LQUPA4734V,Valid
